source_id,laboratory_anchor,source_asset_id,source_row,source_column,source_coordinate,source_sample,canonical_accession,source_identifier,measurement_batch_id,biological_unit_id,cohort_label,timepoint,technical_replicate_id,author_numeric_value,author_value_state,rank_target_eligible
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity PT_D3_22_2_S1-D4_6664,LFQ intensity PT_D3_22_2_S1-D4_6664:283,PT_D3_22_2_S1-D4_6664,P30041,P30041,PT_D3_22,PT_D3_22,PRETERM,D3,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity PT_D3_28_1_S1-A5_6649,LFQ intensity PT_D3_28_1_S1-A5_6649:283,PT_D3_28_1_S1-A5_6649,P30041,P30041,PT_D3_28,PT_D3_28,PRETERM,D3,1,33628.0,POSITIVE,true
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity PT_D3_28_2_S1-B5_6650,LFQ intensity PT_D3_28_2_S1-B5_6650:283,PT_D3_28_2_S1-B5_6650,P30041,P30041,PT_D3_28,PT_D3_28,PRETERM,D3,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity PT_D3_30_1_S1-E3_6677,LFQ intensity PT_D3_30_1_S1-E3_6677:283,PT_D3_30_1_S1-E3_6677,P30041,P30041,PT_D3_30,PT_D3_30,PRETERM,D3,1,25097.0,POSITIVE,true
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity PT_D3_30_2_S1-F3_6678,LFQ intensity PT_D3_30_2_S1-F3_6678:283,PT_D3_30_2_S1-F3_6678,P30041,P30041,PT_D3_30,PT_D3_30,PRETERM,D3,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity PT_D3_37_1_S1-G5_6695,LFQ intensity PT_D3_37_1_S1-G5_6695:283,PT_D3_37_1_S1-G5_6695,P30041,P30041,PT_D3_37,PT_D3_37,PRETERM,D3,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity PT_D3_37_2_S1-H5_6696,LFQ intensity PT_D3_37_2_S1-H5_6696:283,PT_D3_37_2_S1-H5_6696,P30041,P30041,PT_D3_37,PT_D3_37,PRETERM,D3,2,17817.0,POSITIVE,true
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity PT_D3_41_1_S1-G3_6691,LFQ intensity PT_D3_41_1_S1-G3_6691:283,PT_D3_41_1_S1-G3_6691,P30041,P30041,PT_D3_41,PT_D3_41,PRETERM,D3,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity PT_D3_41_2_S1-H3_6692,LFQ intensity PT_D3_41_2_S1-H3_6692:283,PT_D3_41_2_S1-H3_6692,P30041,P30041,PT_D3_41,PT_D3_41,PRETERM,D3,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity PT_D3_42_1_S1-G4_6693,LFQ intensity PT_D3_42_1_S1-G4_6693:283,PT_D3_42_1_S1-G4_6693,P30041,P30041,PT_D3_42,PT_D3_42,PRETERM,D3,1,8432.1,POSITIVE,true
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity PT_D3_42_2_S1-H4_6694,LFQ intensity PT_D3_42_2_S1-H4_6694:283,PT_D3_42_2_S1-H4_6694,P30041,P30041,PT_D3_42,PT_D3_42,PRETERM,D3,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity PT_D3_85_1_S1-E4_6679,LFQ intensity PT_D3_85_1_S1-E4_6679:283,PT_D3_85_1_S1-E4_6679,P30041,P30041,PT_D3_85,PT_D3_85,PRETERM,D3,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity PT_D3_85_2_S1-F4_6680,LFQ intensity PT_D3_85_2_S1-F4_6680:283,PT_D3_85_2_S1-F4_6680,P30041,P30041,PT_D3_85,PT_D3_85,PRETERM,D3,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity PT_D3_96_1_S1-A4_6647,LFQ intensity PT_D3_96_1_S1-A4_6647:283,PT_D3_96_1_S1-A4_6647,P30041,P30041,PT_D3_96,PT_D3_96,PRETERM,D3,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity PT_D3_96_2_S1-B4_6648,LFQ intensity PT_D3_96_2_S1-B4_6648:283,PT_D3_96_2_S1-B4_6648,P30041,P30041,PT_D3_96,PT_D3_96,PRETERM,D3,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity T_D1_133_1_S1-A6_6651,LFQ intensity T_D1_133_1_S1-A6_6651:283,T_D1_133_1_S1-A6_6651,P30041,P30041,T_D1_133,T_D1_133,TERM,D1,1,18077.0,POSITIVE,true
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity T_D1_133_2_S1-B6_6652,LFQ intensity T_D1_133_2_S1-B6_6652:283,T_D1_133_2_S1-B6_6652,P30041,P30041,T_D1_133,T_D1_133,TERM,D1,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity T_D1_138_1_S1-G6_6697,LFQ intensity T_D1_138_1_S1-G6_6697:283,T_D1_138_1_S1-G6_6697,P30041,P30041,T_D1_138,T_D1_138,TERM,D1,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity T_D1_138_2_S1-H6_6698,LFQ intensity T_D1_138_2_S1-H6_6698:283,T_D1_138_2_S1-H6_6698,P30041,P30041,T_D1_138,T_D1_138,TERM,D1,2,35661.0,POSITIVE,true
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity T_D1_165_1_S1-A7_6653,LFQ intensity T_D1_165_1_S1-A7_6653:283,T_D1_165_1_S1-A7_6653,P30041,P30041,T_D1_165,T_D1_165,TERM,D1,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity T_D1_165_2_S1-B7_6654,LFQ intensity T_D1_165_2_S1-B7_6654:283,T_D1_165_2_S1-B7_6654,P30041,P30041,T_D1_165,T_D1_165,TERM,D1,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity T_D1_173_1_S1-E6_6683,LFQ intensity T_D1_173_1_S1-E6_6683:283,T_D1_173_1_S1-E6_6683,P30041,P30041,T_D1_173,T_D1_173,TERM,D1,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity T_D1_173_2_S1-F6_6684,LFQ intensity T_D1_173_2_S1-F6_6684:283,T_D1_173_2_S1-F6_6684,P30041,P30041,T_D1_173,T_D1_173,TERM,D1,2,18815.0,POSITIVE,true
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity T_D1_186_1_S1-C6_6667,LFQ intensity T_D1_186_1_S1-C6_6667:283,T_D1_186_1_S1-C6_6667,P30041,P30041,T_D1_186,T_D1_186,TERM,D1,1,28765.0,POSITIVE,true
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity T_D1_186_2_S1-D6_6668,LFQ intensity T_D1_186_2_S1-D6_6668:283,T_D1_186_2_S1-D6_6668,P30041,P30041,T_D1_186,T_D1_186,TERM,D1,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity T_D3_119a_1_S1-E7_6685,LFQ intensity T_D3_119a_1_S1-E7_6685:283,T_D3_119a_1_S1-E7_6685,P30041,P30041,T_D3_119a,T_D3_119a,TERM,D3,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity T_D3_119a_2_S1-F7_6686,LFQ intensity T_D3_119a_2_S1-F7_6686:283,T_D3_119a_2_S1-F7_6686,P30041,P30041,T_D3_119a,T_D3_119a,TERM,D3,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity T_D3_119b_1_S1-A8_6655,LFQ intensity T_D3_119b_1_S1-A8_6655:283,T_D3_119b_1_S1-A8_6655,P30041,P30041,T_D3_119b,T_D3_119b,TERM,D3,1,13016.0,POSITIVE,true
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity T_D3_119b_2_S1-B8_6656,LFQ intensity T_D3_119b_2_S1-B8_6656:283,T_D3_119b_2_S1-B8_6656,P30041,P30041,T_D3_119b,T_D3_119b,TERM,D3,2,25518.0,POSITIVE,true
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity T_D3_155_1_S1-G7_6699,LFQ intensity T_D3_155_1_S1-G7_6699:283,T_D3_155_1_S1-G7_6699,P30041,P30041,T_D3_155,T_D3_155,TERM,D3,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity T_D3_155_2_S1-H7_6700,LFQ intensity T_D3_155_2_S1-H7_6700:283,T_D3_155_2_S1-H7_6700,P30041,P30041,T_D3_155,T_D3_155,TERM,D3,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity T_D3_178_1_S1-C7_6669,LFQ intensity T_D3_178_1_S1-C7_6669:283,T_D3_178_1_S1-C7_6669,P30041,P30041,T_D3_178,T_D3_178,TERM,D3,1,31571.0,POSITIVE,true
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity T_D3_178_2_S1-D7_6670,LFQ intensity T_D3_178_2_S1-D7_6670:283,T_D3_178_2_S1-D7_6670,P30041,P30041,T_D3_178,T_D3_178,TERM,D3,2,25158.0,POSITIVE,true
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity T_D3_198_1_S1-C8_6671,LFQ intensity T_D3_198_1_S1-C8_6671:283,T_D3_198_1_S1-C8_6671,P30041,P30041,T_D3_198,T_D3_198,TERM,D3,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,283,LFQ intensity T_D3_198_2_S1-D8_6672,LFQ intensity T_D3_198_2_S1-D8_6672:283,T_D3_198_2_S1-D8_6672,P30041,P30041,T_D3_198,T_D3_198,TERM,D3,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D1_16_1_S1-A1_6641,LFQ intensity PT_D1_16_1_S1-A1_6641:309,PT_D1_16_1_S1-A1_6641,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D1_16,PT_D1_16,PRETERM,D1,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D1_16_2_S1-B1_6642,LFQ intensity PT_D1_16_2_S1-B1_6642:309,PT_D1_16_2_S1-B1_6642,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D1_16,PT_D1_16,PRETERM,D1,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D1_18_1_S1-C1_6657,LFQ intensity PT_D1_18_1_S1-C1_6657:309,PT_D1_18_1_S1-C1_6657,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D1_18,PT_D1_18,PRETERM,D1,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D1_18_2_S1-D1_6658,LFQ intensity PT_D1_18_2_S1-D1_6658:309,PT_D1_18_2_S1-D1_6658,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D1_18,PT_D1_18,PRETERM,D1,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D1_20_1_S1-E1_6673,LFQ intensity PT_D1_20_1_S1-E1_6673:309,PT_D1_20_1_S1-E1_6673,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D1_20,PT_D1_20,PRETERM,D1,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D1_20_2_S1-F1_6674,LFQ intensity PT_D1_20_2_S1-F1_6674:309,PT_D1_20_2_S1-F1_6674,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D1_20,PT_D1_20,PRETERM,D1,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D1_23_1_S1-G1_6687,LFQ intensity PT_D1_23_1_S1-G1_6687:309,PT_D1_23_1_S1-G1_6687,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D1_23,PT_D1_23,PRETERM,D1,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D1_23_2_S1-H1_6688,LFQ intensity PT_D1_23_2_S1-H1_6688:309,PT_D1_23_2_S1-H1_6688,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D1_23,PT_D1_23,PRETERM,D1,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D1_33_1_S1-A2_6643,LFQ intensity PT_D1_33_1_S1-A2_6643:309,PT_D1_33_1_S1-A2_6643,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D1_33,PT_D1_33,PRETERM,D1,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D1_33_2_S1-B2_6644,LFQ intensity PT_D1_33_2_S1-B2_6644:309,PT_D1_33_2_S1-B2_6644,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D1_33,PT_D1_33,PRETERM,D1,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D1_34_1_S1-C2_6659,LFQ intensity PT_D1_34_1_S1-C2_6659:309,PT_D1_34_1_S1-C2_6659,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D1_34,PT_D1_34,PRETERM,D1,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D1_34_2_S1-D2_6660,LFQ intensity PT_D1_34_2_S1-D2_6660:309,PT_D1_34_2_S1-D2_6660,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D1_34,PT_D1_34,PRETERM,D1,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D1_48_1_S1-E2_6675,LFQ intensity PT_D1_48_1_S1-E2_6675:309,PT_D1_48_1_S1-E2_6675,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D1_48,PT_D1_48,PRETERM,D1,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D1_48_2_S1-F2_6676,LFQ intensity PT_D1_48_2_S1-F2_6676:309,PT_D1_48_2_S1-F2_6676,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D1_48,PT_D1_48,PRETERM,D1,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D1_51_1_S1-G2_6689,LFQ intensity PT_D1_51_1_S1-G2_6689:309,PT_D1_51_1_S1-G2_6689,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D1_51,PT_D1_51,PRETERM,D1,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D1_51_2_S1-H2_6690,LFQ intensity PT_D1_51_2_S1-H2_6690:309,PT_D1_51_2_S1-H2_6690,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D1_51,PT_D1_51,PRETERM,D1,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D1_73_1_S1-A3_6645,LFQ intensity PT_D1_73_1_S1-A3_6645:309,PT_D1_73_1_S1-A3_6645,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D1_73,PT_D1_73,PRETERM,D1,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D1_73_2_S1-B3_6646,LFQ intensity PT_D1_73_2_S1-B3_6646:309,PT_D1_73_2_S1-B3_6646,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D1_73,PT_D1_73,PRETERM,D1,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D1_81_1_S1-C3_6661,LFQ intensity PT_D1_81_1_S1-C3_6661:309,PT_D1_81_1_S1-C3_6661,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D1_81,PT_D1_81,PRETERM,D1,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D1_81_2_S1-D3_6662,LFQ intensity PT_D1_81_2_S1-D3_6662:309,PT_D1_81_2_S1-D3_6662,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D1_81,PT_D1_81,PRETERM,D1,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D3_06_1_S1-E5_6681,LFQ intensity PT_D3_06_1_S1-E5_6681:309,PT_D3_06_1_S1-E5_6681,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D3_06,PT_D3_06,PRETERM,D3,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D3_06_2_S1-F5_6682,LFQ intensity PT_D3_06_2_S1-F5_6682:309,PT_D3_06_2_S1-F5_6682,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D3_06,PT_D3_06,PRETERM,D3,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D3_14_1_S1-C5_6665,LFQ intensity PT_D3_14_1_S1-C5_6665:309,PT_D3_14_1_S1-C5_6665,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D3_14,PT_D3_14,PRETERM,D3,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D3_14_2_S1-D5_6666,LFQ intensity PT_D3_14_2_S1-D5_6666:309,PT_D3_14_2_S1-D5_6666,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D3_14,PT_D3_14,PRETERM,D3,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D3_22_1_S1-C4_6663,LFQ intensity PT_D3_22_1_S1-C4_6663:309,PT_D3_22_1_S1-C4_6663,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D3_22,PT_D3_22,PRETERM,D3,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D3_22_2_S1-D4_6664,LFQ intensity PT_D3_22_2_S1-D4_6664:309,PT_D3_22_2_S1-D4_6664,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D3_22,PT_D3_22,PRETERM,D3,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D3_28_1_S1-A5_6649,LFQ intensity PT_D3_28_1_S1-A5_6649:309,PT_D3_28_1_S1-A5_6649,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D3_28,PT_D3_28,PRETERM,D3,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D3_28_2_S1-B5_6650,LFQ intensity PT_D3_28_2_S1-B5_6650:309,PT_D3_28_2_S1-B5_6650,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D3_28,PT_D3_28,PRETERM,D3,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D3_30_1_S1-E3_6677,LFQ intensity PT_D3_30_1_S1-E3_6677:309,PT_D3_30_1_S1-E3_6677,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D3_30,PT_D3_30,PRETERM,D3,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D3_30_2_S1-F3_6678,LFQ intensity PT_D3_30_2_S1-F3_6678:309,PT_D3_30_2_S1-F3_6678,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D3_30,PT_D3_30,PRETERM,D3,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D3_37_1_S1-G5_6695,LFQ intensity PT_D3_37_1_S1-G5_6695:309,PT_D3_37_1_S1-G5_6695,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D3_37,PT_D3_37,PRETERM,D3,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D3_37_2_S1-H5_6696,LFQ intensity PT_D3_37_2_S1-H5_6696:309,PT_D3_37_2_S1-H5_6696,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D3_37,PT_D3_37,PRETERM,D3,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D3_41_1_S1-G3_6691,LFQ intensity PT_D3_41_1_S1-G3_6691:309,PT_D3_41_1_S1-G3_6691,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D3_41,PT_D3_41,PRETERM,D3,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D3_41_2_S1-H3_6692,LFQ intensity PT_D3_41_2_S1-H3_6692:309,PT_D3_41_2_S1-H3_6692,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D3_41,PT_D3_41,PRETERM,D3,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D3_42_1_S1-G4_6693,LFQ intensity PT_D3_42_1_S1-G4_6693:309,PT_D3_42_1_S1-G4_6693,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D3_42,PT_D3_42,PRETERM,D3,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D3_42_2_S1-H4_6694,LFQ intensity PT_D3_42_2_S1-H4_6694:309,PT_D3_42_2_S1-H4_6694,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D3_42,PT_D3_42,PRETERM,D3,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D3_85_1_S1-E4_6679,LFQ intensity PT_D3_85_1_S1-E4_6679:309,PT_D3_85_1_S1-E4_6679,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D3_85,PT_D3_85,PRETERM,D3,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D3_85_2_S1-F4_6680,LFQ intensity PT_D3_85_2_S1-F4_6680:309,PT_D3_85_2_S1-F4_6680,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D3_85,PT_D3_85,PRETERM,D3,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D3_96_1_S1-A4_6647,LFQ intensity PT_D3_96_1_S1-A4_6647:309,PT_D3_96_1_S1-A4_6647,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D3_96,PT_D3_96,PRETERM,D3,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity PT_D3_96_2_S1-B4_6648,LFQ intensity PT_D3_96_2_S1-B4_6648:309,PT_D3_96_2_S1-B4_6648,P05023,P54707;P13637;P50993;P05023;Q13733,PT_D3_96,PT_D3_96,PRETERM,D3,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity T_D1_133_1_S1-A6_6651,LFQ intensity T_D1_133_1_S1-A6_6651:309,T_D1_133_1_S1-A6_6651,P05023,P54707;P13637;P50993;P05023;Q13733,T_D1_133,T_D1_133,TERM,D1,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity T_D1_133_2_S1-B6_6652,LFQ intensity T_D1_133_2_S1-B6_6652:309,T_D1_133_2_S1-B6_6652,P05023,P54707;P13637;P50993;P05023;Q13733,T_D1_133,T_D1_133,TERM,D1,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity T_D1_138_1_S1-G6_6697,LFQ intensity T_D1_138_1_S1-G6_6697:309,T_D1_138_1_S1-G6_6697,P05023,P54707;P13637;P50993;P05023;Q13733,T_D1_138,T_D1_138,TERM,D1,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity T_D1_138_2_S1-H6_6698,LFQ intensity T_D1_138_2_S1-H6_6698:309,T_D1_138_2_S1-H6_6698,P05023,P54707;P13637;P50993;P05023;Q13733,T_D1_138,T_D1_138,TERM,D1,2,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity T_D1_165_1_S1-A7_6653,LFQ intensity T_D1_165_1_S1-A7_6653:309,T_D1_165_1_S1-A7_6653,P05023,P54707;P13637;P50993;P05023;Q13733,T_D1_165,T_D1_165,TERM,D1,1,0.0,EXPLICIT_ZERO,false
PXD064962_UCD_EVENT,University College Dublin / Conway Institute,protein_groups,309,LFQ intensity T_D1_165_2_S1-B7_6654,LFQ intensity T_D1_165_2_S1-B7_6654:309,T_D1_165_2_S1-B7_6654,P05023,P54707;P13637;P50993;P05023;Q13733,T_D1_165,T_D1_165,TERM,D1,2,0.0,EXPLICIT_ZERO,false
