threshold,model_id,biological_unit_id,measurement_batch_count,subject_mean_spearman,subject_mean_mae,subject_mean_rmse
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,019-0003,54,0.03328377504848092,0.2878338964111925,0.329035532058971
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0004,140,0.11675712905167202,0.2636689373912244,0.30664901404558415
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0006,139,0.08122920464705455,0.2657010126081091,0.3076715526559963
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0007,138,0.08274008629305364,0.2635792330543433,0.3074763387646912
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0011,130,0.06962243775258234,0.2672744803268371,0.3110066639696757
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0014,95,0.050677994686516736,0.27312392880017455,0.31453446928605033
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0015,149,0.06459673896083631,0.26878072554200416,0.30796477746105916
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0016,127,0.05795752539680434,0.2654903737598918,0.3112391019928074
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0017,105,0.05113658634166801,0.2734028565003115,0.31451094521819617
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0019,84,0.07094870956655855,0.26684314388011987,0.31854821440535985
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0029,137,0.097204781666602,0.27093365010848747,0.3075078654364064
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0032,129,0.09570608232454729,0.26355251163462656,0.3077117558161953
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0034,124,-0.08685488494943444,0.2774425519526287,0.3211731676854277
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0035,115,0.06143979676237741,0.27423635915357736,0.31384460339593245
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0036,139,0.07966408828363289,0.2689613180194992,0.3089236580918896
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0037,102,-0.14256452726017943,0.29070270360303874,0.33158037041925936
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0038,121,-0.012617072443014316,0.2741483949750728,0.3138324603092081
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0039,103,0.036694285748428035,0.27610360776922493,0.3173811760951838
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0040,83,-0.15886643194827338,0.2848681430556049,0.33565979104544835
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0042,135,0.1302640117267481,0.2667319571165144,0.3061784188218727
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0044,134,0.0825429489556297,0.26890035935319234,0.3081853826593445
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0055,142,0.03281705676975784,0.2671871549278322,0.30967402470072486
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0057,149,0.11570455161536757,0.2612942025163556,0.30444575417879255
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0058,134,-0.061204864460933296,0.2746936994898027,0.3196081692407608
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0061,130,0.01614269685616935,0.26970092740441326,0.313990097933095
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0069,117,0.13027508260951215,0.2650321778831994,0.30684763451480696
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0071,135,0.07571066288579212,0.27214916481385537,0.309375160323878
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0072,139,0.05773215234168581,0.26419137780563223,0.30953531053940686
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0073,90,-6.73011199326945e-06,0.2701469801592944,0.31852528537697705
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0075,146,0.09538769516779998,0.2638973585217267,0.3069548344638202
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0076,145,0.09957398552504225,0.26725518292382267,0.306337053526019
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0085,149,0.13520251730636815,0.2633751015281073,0.30353110619860135
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0086,148,0.1550319887176973,0.26057527731913865,0.30186404100071845
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0087,113,0.05858681671807366,0.2678208737249794,0.3124466896174658
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0088,152,0.1570362711437762,0.2619097728965009,0.300925129637086
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0090,115,0.12370800155488233,0.2620954133613819,0.3066251660726868
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0091,99,-0.0173840889902596,0.27167869434872555,0.31807131489647505
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0092,127,0.03578179651110927,0.2685031039850696,0.313112953057425
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0096,145,0.12346957970908903,0.26019866768891997,0.30417396128291185
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0097,143,0.12606195022648087,0.2630362515456833,0.3034165788802121
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0099,134,0.10389216140532306,0.2620116536006747,0.3056908642888452
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0100,104,-0.02993424632468014,0.2757732338133178,0.3220250565104986
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,021-0002,79,-0.07528944739471057,0.28444315445830415,0.3317167082177361
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,021-0004,74,0.012786511733880157,0.2812155844881822,0.3234805349548355
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,022-0004,103,0.03114598321562582,0.2782946863356801,0.3192199637727222
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,022-0010,76,0.22256439212960952,0.2549852370079811,0.30596974324904314
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,022-0011,130,0.002755726613967796,0.26963453667994514,0.3134841962621714
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,022-0013,105,-0.04145917206288724,0.2810012722793983,0.3193858265449187
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,022-0014,103,0.07872075680280449,0.27020082631244363,0.31091945106246144
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,022-0017,102,0.22143526971113178,0.2522318065551592,0.3013374994134138
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,023-0001,134,0.04717808963703094,0.2703406062249054,0.3105047537176763
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,023-0004,66,-0.12567099567099566,0.28734291541746393,0.33356053905225397
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,024-0001,117,0.010175227137145615,0.2711916869104951,0.31385141800306493
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,029-0004,145,0.12392617757834357,0.2653963103772741,0.3045987553438857
7,SEQUENCE_RIDGE_COMPOSITION_ONLY,029-0005,151,0.07229578666641445,0.2675277262722412,0.3082025010432119
10,SEQUENCE_RIDGE_FULL,001-0010,145,0.13569323582880097,0.2605767848429433,0.30041396400897125
10,SEQUENCE_RIDGE_FULL,001-0018,145,0.04083465390350062,0.2648928097076184,0.30718373863247994
10,SEQUENCE_RIDGE_FULL,001-0025,139,0.180618278861752,0.25103652070957533,0.29647826691442514
10,SEQUENCE_RIDGE_FULL,001-0031,128,0.03040921858579158,0.2643002430357421,0.3094773968393634
10,SEQUENCE_RIDGE_FULL,001-0033,142,0.08720501204830199,0.2620486455268872,0.3034458019199298
10,SEQUENCE_RIDGE_FULL,001-0035,138,0.07898875021212534,0.26264108794820124,0.30455704874304523
10,SEQUENCE_RIDGE_FULL,001-0040,146,0.06118268168830885,0.26003562947277636,0.30479923267100717
10,SEQUENCE_RIDGE_FULL,001-0041,139,0.1329618619618947,0.25786337885468535,0.30126270304495856
10,SEQUENCE_RIDGE_FULL,001-0044,133,0.10136646233799933,0.26178853747936326,0.3030159320341702
10,SEQUENCE_RIDGE_FULL,001-0048,135,0.06272985743999289,0.2621457503290109,0.3061054146023218
10,SEQUENCE_RIDGE_FULL,001-0051,156,-0.02625187905074053,0.26748612040149605,0.3112795731208436
10,SEQUENCE_RIDGE_FULL,001-0052,131,0.10588578983740275,0.25780174220568364,0.3029601797183357
10,SEQUENCE_RIDGE_FULL,001-0057,139,-0.0039071608014224,0.2649422664181978,0.30966399275217193
10,SEQUENCE_RIDGE_FULL,001-0060,136,0.1592641618852114,0.26282458754079824,0.2993144123069324
10,SEQUENCE_RIDGE_FULL,001-0061,116,0.14485187043536135,0.26237021376634617,0.3034643875489619
10,SEQUENCE_RIDGE_FULL,001-0062,133,0.05063045073068999,0.261491870329935,0.3078735069767532
10,SEQUENCE_RIDGE_FULL,001-0066,137,0.12670858305543903,0.26273687642106164,0.30246934394313973
10,SEQUENCE_RIDGE_FULL,001-0068,115,0.19759528168037624,0.2549948142322809,0.2984017576410313
10,SEQUENCE_RIDGE_FULL,003-0004,43,-0.00811182281770518,0.2761227822217746,0.3197706596099585
10,SEQUENCE_RIDGE_FULL,003-0006,130,0.07355798576291936,0.2651191159140366,0.306028908500834
10,SEQUENCE_RIDGE_FULL,004-0003,133,0.15115135100973937,0.25706720697603064,0.29988528178567847
10,SEQUENCE_RIDGE_FULL,005-0002,115,0.20034526547753803,0.2535969308971232,0.29803128460673134
10,SEQUENCE_RIDGE_FULL,005-0018,159,0.13732328850237635,0.25679047506521135,0.2983761212102488
10,SEQUENCE_RIDGE_FULL,005-0019,134,0.08269953882333651,0.2635864307351637,0.3049332395216443
10,SEQUENCE_RIDGE_FULL,005-0020,82,-0.052689739927591586,0.2797161425596836,0.32392493180591625
10,SEQUENCE_RIDGE_FULL,005-0024,113,-0.06691741946627874,0.2788502241785076,0.3204803073286551
10,SEQUENCE_RIDGE_FULL,005-0029,138,0.1547352943500624,0.25938073162694386,0.29933406797887835
10,SEQUENCE_RIDGE_FULL,005-0032,140,0.051304553222473716,0.2623134684013121,0.30634108626371565
10,SEQUENCE_RIDGE_FULL,005-0033,133,0.12074746295239655,0.2641971356385211,0.30304673975563223
10,SEQUENCE_RIDGE_FULL,005-0041,144,0.17113535736875396,0.2575450853652792,0.2965736777169593
10,SEQUENCE_RIDGE_FULL,005-0051,141,0.09641029715556967,0.26114521585607997,0.3031638946209224
10,SEQUENCE_RIDGE_FULL,005-0056,120,0.06788369149409798,0.26336647622058307,0.30618955894768035
10,SEQUENCE_RIDGE_FULL,007-0003,128,-0.0027688647404998878,0.2674244009096204,0.3111192840174297
10,SEQUENCE_RIDGE_FULL,007-0012,146,0.10264819620893792,0.2627119273479442,0.30205997814335256
10,SEQUENCE_RIDGE_FULL,007-0015,140,0.13137369762345225,0.26153136464233107,0.3016395904731462
10,SEQUENCE_RIDGE_FULL,007-0017,151,0.08187774422136132,0.26236398729686605,0.303545175297648
10,SEQUENCE_RIDGE_FULL,007-0024,121,0.1031448969057224,0.26457792759481413,0.3050757284027473
10,SEQUENCE_RIDGE_FULL,007-0025,144,0.1126558521391962,0.26553229957751223,0.30174070990337765
10,SEQUENCE_RIDGE_FULL,007-0026,134,0.07744300938870068,0.2677779237019372,0.30494570729644466
10,SEQUENCE_RIDGE_FULL,007-0027,137,0.11931049143082122,0.2624522827170642,0.30189011416647105
10,SEQUENCE_RIDGE_FULL,009-0006,157,0.03329461575306632,0.26573596219829254,0.3065645222245216
10,SEQUENCE_RIDGE_FULL,009-0008,160,0.07056859076930397,0.2626621051873482,0.3035401479012912
10,SEQUENCE_RIDGE_FULL,009-0011,150,0.013196478352164276,0.26714092832146036,0.3096074600974917
10,SEQUENCE_RIDGE_FULL,009-0016,138,0.11123089451889709,0.2608497221292023,0.3024463305772042
10,SEQUENCE_RIDGE_FULL,009-0017,156,0.03423109370073317,0.26319284451046104,0.30632629403610406
10,SEQUENCE_RIDGE_FULL,009-0018,142,0.07940036020298058,0.2605069956033776,0.3031515833510504
10,SEQUENCE_RIDGE_FULL,009-0021,157,0.04076187440628322,0.2666102664239404,0.3061247791808023
10,SEQUENCE_RIDGE_FULL,009-0028,137,-0.029927633236865713,0.26742629463177353,0.3115612753070496
10,SEQUENCE_RIDGE_FULL,009-0029,146,0.09711960456023908,0.2625758602973315,0.3036676680516832
10,SEQUENCE_RIDGE_FULL,009-0031,153,0.0706081427853559,0.2647551174935415,0.3045164957147069
10,SEQUENCE_RIDGE_FULL,009-0036,111,0.1876906601644233,0.25482807303751775,0.3007480848513775
10,SEQUENCE_RIDGE_FULL,009-0037,123,0.08216197642433101,0.2600261814727366,0.3065762781441499
10,SEQUENCE_RIDGE_FULL,009-0039,134,0.005664988080122615,0.26777605769889934,0.31044729453650144
10,SEQUENCE_RIDGE_FULL,009-0048,158,0.09819202390229022,0.25976763782734763,0.30185183539244176
10,SEQUENCE_RIDGE_FULL,010-0003,25,-0.21583416583416587,0.2907889209780721,0.33878714937960797
10,SEQUENCE_RIDGE_FULL,010-0036,48,-0.0195916484616175,0.279140692232622,0.3232199151784249
10,SEQUENCE_RIDGE_FULL,010-0037,33,-0.08834498834498834,0.29028087075465153,0.32922738513076744
10,SEQUENCE_RIDGE_FULL,010-0040,62,-0.1307485992268601,0.2854300037931381,0.32720804889676985
10,SEQUENCE_RIDGE_FULL,010-0041,70,-0.13501726108503603,0.2838520028286666,0.32830608500915587
10,SEQUENCE_RIDGE_FULL,010-0045,42,-0.21601731601731602,0.29495906834084423,0.3355049791387672
10,SEQUENCE_RIDGE_FULL,010-0047,26,-0.0586038961038961,0.2829155150199316,0.3287964795037369
10,SEQUENCE_RIDGE_FULL,010-0048,24,-0.013253413253413227,0.2808965493333306,0.32496383052350875
10,SEQUENCE_RIDGE_FULL,010-0051,71,0.005039810550646467,0.2748667867897582,0.32036565785903115
10,SEQUENCE_RIDGE_FULL,010-0052,42,0.05092640417717817,0.2818544155256366,0.3188808527661517
10,SEQUENCE_RIDGE_FULL,010-0056,59,-0.0593113800544141,0.27953838482042176,0.32156781399849965
10,SEQUENCE_RIDGE_FULL,011-0002,153,0.09765835479707102,0.2580243182887026,0.30202193689927287
10,SEQUENCE_RIDGE_FULL,011-0007,149,0.12303824978267168,0.2608134641465652,0.3009469227715861
10,SEQUENCE_RIDGE_FULL,013-0006,136,0.17695776551089643,0.2605154406365925,0.30080817604815113
10,SEQUENCE_RIDGE_FULL,013-0008,144,0.14314715056871805,0.25923854365710375,0.2996665250014309
10,SEQUENCE_RIDGE_FULL,013-0021,163,0.12956221198156684,0.2584898708595567,0.29834819346390157
10,SEQUENCE_RIDGE_FULL,013-0032,161,0.03211775710385276,0.2631722932444152,0.3062639521009001
10,SEQUENCE_RIDGE_FULL,014-0024,122,0.12092198208936104,0.26038723316126794,0.3039071901614025
10,SEQUENCE_RIDGE_FULL,014-0032,116,0.016633502107507036,0.2661548405640205,0.31077526691105606
10,SEQUENCE_RIDGE_FULL,014-0036,131,0.16233244440641548,0.26050117223841224,0.3002301447882797
10,SEQUENCE_RIDGE_FULL,014-0037,116,0.07380556475009248,0.2671379804350221,0.30769014285832375
10,SEQUENCE_RIDGE_FULL,014-0038,137,0.14570956431297988,0.2574558068731263,0.29937398675428606
10,SEQUENCE_RIDGE_FULL,014-0041,125,0.1737927734807436,0.25670753550398967,0.29789043028051165
10,SEQUENCE_RIDGE_FULL,014-0049,125,0.18668840841414233,0.25778205431126516,0.2972449481066531
10,SEQUENCE_RIDGE_FULL,014-0052,116,-0.006733351083213499,0.27329201808724346,0.313884638846526
10,SEQUENCE_RIDGE_FULL,014-0065,105,0.04147511986221664,0.26479065328633966,0.31290335596538976
10,SEQUENCE_RIDGE_FULL,014-0066,136,0.09760259208682294,0.26037081602177004,0.3043485083623873
10,SEQUENCE_RIDGE_FULL,014-0068,127,0.13366800583732366,0.25862713374049234,0.3022218529189077
10,SEQUENCE_RIDGE_FULL,015-0005,144,0.19013469987150755,0.25745593327150734,0.2966173573070423
10,SEQUENCE_RIDGE_FULL,015-0007,130,0.1112315636055398,0.2658530321334788,0.303685857454706
10,SEQUENCE_RIDGE_FULL,017-0071,23,-0.46273726273726273,0.31595683914655004,0.3582560567956309
10,SEQUENCE_RIDGE_FULL,018-0004,152,-0.001171739665163729,0.26513828200250067,0.30974733814580174
10,SEQUENCE_RIDGE_FULL,019-0003,30,-0.19894688644688643,0.29104543213060796,0.33659542117332464
10,SEQUENCE_RIDGE_FULL,020-0004,140,0.12315719025461877,0.25885161853370126,0.3013309583743807
10,SEQUENCE_RIDGE_FULL,020-0006,139,0.06931090714559276,0.2614966320122346,0.3047896682819318
10,SEQUENCE_RIDGE_FULL,020-0007,138,0.1037507380003945,0.2590613900788582,0.3027213616346415
10,SEQUENCE_RIDGE_FULL,020-0011,130,0.07273536425260563,0.2631748510783739,0.30676096225137733
10,SEQUENCE_RIDGE_FULL,020-0014,95,0.06748343591143244,0.26903615750657683,0.3097339470204209
10,SEQUENCE_RIDGE_FULL,020-0015,149,0.0963594741972024,0.265507499695522,0.3030735708763853
10,SEQUENCE_RIDGE_FULL,020-0016,127,0.0833844173316989,0.26025642587772674,0.30596375605778003
10,SEQUENCE_RIDGE_FULL,020-0017,105,0.09081235763631408,0.2686365559778965,0.30884907199782685
10,SEQUENCE_RIDGE_FULL,020-0019,69,0.08644722173326291,0.25816983636555785,0.30474673487456333
10,SEQUENCE_RIDGE_FULL,020-0029,137,0.10949562506095911,0.26704949264239747,0.3033355315449985
10,SEQUENCE_RIDGE_FULL,020-0032,129,0.09503706465330493,0.2614522152237343,0.30381117075878916
10,SEQUENCE_RIDGE_FULL,020-0034,124,-0.06907057921685285,0.2730018345407124,0.3165412634264416
10,SEQUENCE_RIDGE_FULL,020-0035,115,0.0688326870262354,0.2686629874369289,0.30934160391188303
10,SEQUENCE_RIDGE_FULL,020-0036,139,0.084032883098348,0.2653043753748073,0.3048410215150596
10,SEQUENCE_RIDGE_FULL,020-0037,93,0.028531796372875826,0.27170514248618194,0.31213786560588996
10,SEQUENCE_RIDGE_FULL,020-0038,121,0.014191407583243934,0.26917287615727287,0.31063865228811294
10,SEQUENCE_RIDGE_FULL,020-0039,95,0.0207007318985604,0.2717127874383245,0.3120990891350476
10,SEQUENCE_RIDGE_FULL,020-0040,75,-0.04712093107233771,0.27164374054931617,0.32008493516892966
10,SEQUENCE_RIDGE_FULL,020-0042,135,0.12370099342012578,0.2615836442307623,0.3023976895333432
10,SEQUENCE_RIDGE_FULL,020-0044,134,0.12401928068223951,0.26328072660674806,0.30230511230902357
10,SEQUENCE_RIDGE_FULL,020-0055,142,0.03583870367567229,0.26456858622154605,0.30709710353201203
10,SEQUENCE_RIDGE_FULL,020-0057,149,0.13657544542743782,0.25707024441420806,0.2992702814077711
10,SEQUENCE_RIDGE_FULL,020-0058,134,-0.07008742778519655,0.2717095194314908,0.31634942525290854
10,SEQUENCE_RIDGE_FULL,020-0061,130,0.009619347761662756,0.26770052362891145,0.31123438892536825
10,SEQUENCE_RIDGE_FULL,020-0069,117,0.1781036080200369,0.2591523180488058,0.30039259371485477
10,SEQUENCE_RIDGE_FULL,020-0071,135,0.10952845454399467,0.2655207213466958,0.3033399706664831
10,SEQUENCE_RIDGE_FULL,020-0072,139,0.06557960182706632,0.2605688442691382,0.30553132424723756
10,SEQUENCE_RIDGE_FULL,020-0073,90,0.08915957726484043,0.2631943823825388,0.31234772641020914
10,SEQUENCE_RIDGE_FULL,020-0075,146,0.09949408782465463,0.26031553967334414,0.30245954034047456
10,SEQUENCE_RIDGE_FULL,020-0076,145,0.11467019632203168,0.2631320275105136,0.3017154775007897
10,SEQUENCE_RIDGE_FULL,020-0085,149,0.15639612523268417,0.2587355831815204,0.2983851195292119
10,SEQUENCE_RIDGE_FULL,020-0086,148,0.1587455550208971,0.258182376006781,0.2977258928110773
10,SEQUENCE_RIDGE_FULL,020-0087,113,0.10641032431911186,0.2618411297066568,0.30618436110416664
10,SEQUENCE_RIDGE_FULL,020-0088,152,0.18034424950753553,0.25751238892935496,0.29610627648603083
10,SEQUENCE_RIDGE_FULL,020-0090,115,0.1488627571583159,0.2596348888083245,0.3029294117626547
10,SEQUENCE_RIDGE_FULL,020-0091,99,0.03740387383869821,0.26744399781811456,0.3129619041381841
10,SEQUENCE_RIDGE_FULL,020-0092,127,0.03931274039969691,0.2633789518479546,0.3083705576196922
10,SEQUENCE_RIDGE_FULL,020-0096,145,0.14196399785518415,0.2580461220731821,0.2995922989150876
10,SEQUENCE_RIDGE_FULL,020-0097,143,0.15806216557002453,0.2584713561696427,0.2987155861364484
10,SEQUENCE_RIDGE_FULL,020-0099,134,0.1183290850409215,0.25976607546188707,0.30205410929530035
10,SEQUENCE_RIDGE_FULL,020-0100,95,0.049222169654594576,0.26062882970437984,0.3094899466316635
10,SEQUENCE_RIDGE_FULL,021-0002,72,0.10066088881878356,0.2684926235782612,0.3118547362779286
10,SEQUENCE_RIDGE_FULL,021-0004,66,0.04856853672643146,0.2740842302355731,0.31556785002630283
10,SEQUENCE_RIDGE_FULL,022-0004,103,0.03927707086269742,0.27391896200843674,0.31511543082409965
10,SEQUENCE_RIDGE_FULL,022-0010,68,0.1858152716848369,0.250039293719799,0.30454653893794326
10,SEQUENCE_RIDGE_FULL,022-0011,130,0.03672182827096783,0.2659222469737236,0.30813728006780783
10,SEQUENCE_RIDGE_FULL,022-0013,105,-0.012274843112357789,0.27573393149210335,0.31537067135727676
10,SEQUENCE_RIDGE_FULL,022-0014,103,0.1270441479978647,0.2669360916253626,0.30678329242174873
10,SEQUENCE_RIDGE_FULL,022-0017,93,0.2042207790984138,0.25304644194395465,0.29710577712007497
10,SEQUENCE_RIDGE_FULL,023-0001,134,0.09718567620010399,0.2653568298401566,0.3042900003197934
10,SEQUENCE_RIDGE_FULL,023-0004,59,0.04043481028775146,0.27353373253459784,0.3178015344570211
10,SEQUENCE_RIDGE_FULL,024-0001,117,0.09110101098709354,0.26506898654804767,0.3066412468878011
10,SEQUENCE_RIDGE_FULL,029-0004,145,0.12927752110046162,0.2614006282066451,0.3002658587066395
10,SEQUENCE_RIDGE_FULL,029-0005,151,0.08187180868029723,0.26424627968467773,0.30376896143072685
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0010,145,0.12805273576504597,0.2636938617685738,0.3045950539980348
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0018,145,0.016347977290665592,0.26974837466590124,0.3121248397395012
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0025,139,0.15001398931501006,0.2577483805014017,0.30242362915294196
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0031,128,0.01365916136085748,0.2679491775369577,0.3134380833574885
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0033,142,0.09527367858863638,0.265359153262008,0.30708259054653736
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0035,138,0.07770616286104771,0.2645650540226202,0.30837362934178447
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0040,146,0.06189569369393357,0.26475799570385566,0.3090999701486613
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0041,139,0.1103704077444508,0.26369346600430454,0.3067776010515485
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0044,133,0.11048968889006841,0.2656868892411353,0.3069741439809125
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0048,135,0.04599130885036794,0.2652393599657984,0.31104153998667233
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0051,156,-0.013721973472447857,0.2698396262351593,0.31447816383643346
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0052,131,0.10604805767708994,0.26317402488007946,0.3071923623941916
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0057,139,-0.019281862237597362,0.2699753366458976,0.31427728785867937
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0060,136,0.12783463717246352,0.2690263964858431,0.30522650168898124
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0061,116,0.11849577375531714,0.26925388994153127,0.308645031087649
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0062,133,0.014991274915992354,0.2680121663804526,0.31348039357128876
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0066,137,0.0827595719583549,0.26832500349449145,0.30799079425368175
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0068,115,0.14115349704059382,0.2618719177466641,0.3050993039219217
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,003-0004,43,-0.08540756628991925,0.2812648597002583,0.32469643187417435
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,003-0006,130,0.041371087846190896,0.2690736276359663,0.3096514204531397
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,004-0003,133,0.14032870629196342,0.2606035509776509,0.3035043935396835
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,005-0002,115,0.11840774611244213,0.2622931715511626,0.3049002517398138
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,005-0018,159,0.1157862419919935,0.26174269608783163,0.3030642849617479
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,005-0019,134,0.0772806796539048,0.2676525739430284,0.3093977427011704
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,005-0020,82,-0.12931079151028,0.28265827716649444,0.32802665636499456
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,005-0024,113,-0.09319084493428983,0.28135814119512037,0.32381614029039524
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,005-0029,138,0.1356076485838313,0.26283951293978514,0.3032126569755837
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,005-0032,140,0.040752363918248255,0.26393277111276203,0.31057981894819087
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,005-0033,133,0.11871629561667511,0.26836468369236754,0.30551587598164925
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,005-0041,144,0.13773517911563454,0.2623578986685956,0.30272094631666674
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,005-0051,141,0.08233477312453955,0.2640304224906388,0.30717930307661084
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,005-0056,120,0.05348620310080412,0.2694132262715716,0.3111473107384401
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,007-0003,128,-0.0033825502763211333,0.2702168699877018,0.31267582726234505
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,007-0012,146,0.1008031704999354,0.2656137010402225,0.30586492789836395
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,007-0015,140,0.12283531442711579,0.26614856787735575,0.30503732661652816
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,007-0017,151,0.07226510366846033,0.2666323625157484,0.30627480494838233
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,007-0024,121,0.05998133165890464,0.26796713820858215,0.3086545705790344
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,007-0025,144,0.0717388951684798,0.27000707366243215,0.3080112673079191
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,007-0026,134,0.08887731851999336,0.26938946466052305,0.3076626952569816
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,007-0027,137,0.07905687240994445,0.26785227981786364,0.306801755276025
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,009-0006,157,0.05138972095394263,0.2689124592880704,0.3084242739775921
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,009-0008,160,0.0582894711125425,0.2670562734196906,0.30781768082150823
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,009-0011,150,0.03362935452355637,0.26935922986474703,0.3108507339836436
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,009-0016,138,0.06837145058495009,0.26507182717207683,0.30679482412100134
10,SEQUENCE_RIDGE_COMPOSITION_ONLY,009-0017,156,0.03553825006955936,0.26617792823383707,0.3096911927353646
